"","lakeid","year4","sampledate","gearid","spname","length","weight","sex"
"399","TR",1982,"7/30/1982","VGN032","CISCO",179,NA,NA
"400","TR",1982,"7/29/1982","VGN038","CISCO",179,NA,NA
"401","TR",1982,"7/29/1982","VGN038","CISCO",181,NA,NA
"402","TR",1982,"7/29/1982","VGN038","CISCO",182,NA,NA
"403","TR",1982,"7/30/1982","VGN038","CISCO",182,NA,NA
"404","TR",1982,"7/30/1982","VGN032","CISCO",183,NA,NA
"405","TR",1982,"7/29/1982","VGN038","CISCO",184,NA,NA
"406","TR",1982,"7/30/1982","VGN032","CISCO",184,NA,NA
"407","TR",1982,"7/30/1982","VGN032","CISCO",185,NA,NA
"408","TR",1982,"7/29/1982","VGN038","CISCO",186,NA,NA
"409","TR",1982,"7/30/1982","VGN038","CISCO",186,NA,NA
"410","TR",1982,"7/29/1982","VGN038","CISCO",188,NA,NA
"411","TR",1982,"7/30/1982","VGN038","CISCO",188,NA,NA
"412","TR",1982,"7/30/1982","VGN038","CISCO",188,NA,NA
"413","TR",1982,"7/30/1982","VGN038","CISCO",188,NA,NA
"414","TR",1982,"7/29/1982","VGN038","CISCO",190,NA,NA
"415","TR",1982,"7/29/1982","VGN032","CISCO",190,NA,NA
"416","TR",1982,"7/30/1982","VGN038","CISCO",190,NA,NA
"417","TR",1982,"7/29/1982","VGN038","CISCO",191,NA,NA
"418","TR",1982,"7/29/1982","VGN038","CISCO",191,NA,NA
"419","TR",1982,"7/29/1982","VGN038","CISCO",191,NA,NA
"420","TR",1982,"7/30/1982","VGN038","CISCO",191,NA,NA
"421","TR",1982,"7/30/1982","VGN038","CISCO",192,NA,NA
"422","TR",1982,"7/30/1982","VGN032","CISCO",192,NA,NA
"423","TR",1982,"7/30/1982","VGN032","CISCO",192,NA,NA
"424","TR",1982,"7/29/1982","VGN032","CISCO",193,NA,NA
"425","TR",1982,"7/30/1982","VGN038","CISCO",193,NA,NA
"426","TR",1982,"7/30/1982","VGN032","CISCO",193,NA,NA
"427","TR",1982,"7/30/1982","VGN032","CISCO",194,NA,NA
"428","TR",1982,"7/30/1982","VGN038","CISCO",194,NA,NA
"429","TR",1982,"7/29/1982","VGN038","CISCO",195,NA,NA
"430","TR",1982,"7/30/1982","VGN038","CISCO",195,NA,NA
"431","TR",1982,"7/30/1982","VGN032","CISCO",195,NA,NA
"432","TR",1982,"7/29/1982","VGN038","CISCO",197,NA,NA
"433","TR",1982,"7/30/1982","VGN038","CISCO",197,NA,NA
"434","TR",1982,"7/30/1982","VGN038","CISCO",198,NA,NA
"435","TR",1982,"7/30/1982","VGN032","CISCO",198,NA,NA
"436","TR",1982,"7/30/1982","VGN032","CISCO",198,NA,NA
"437","TR",1982,"7/29/1982","VGN038","CISCO",199,NA,NA
"438","TR",1982,"7/30/1982","VGN038","CISCO",199,NA,NA
"439","TR",1982,"7/30/1982","VGN038","CISCO",199,NA,NA
"440","TR",1982,"7/30/1982","VGN038","CISCO",200,NA,NA
"441","TR",1982,"7/30/1982","VGN038","CISCO",200,NA,NA
"442","TR",1982,"7/30/1982","VGN032","CISCO",200,NA,NA
"443","TR",1982,"7/30/1982","VGN032","CISCO",200,NA,NA
"444","TR",1982,"7/29/1982","VGN038","CISCO",202,NA,NA
"445","TR",1982,"7/30/1982","VGN032","CISCO",202,NA,NA
"446","TR",1982,"7/29/1982","VGN038","CISCO",205,NA,NA
"447","TR",1982,"7/30/1982","VGN038","CISCO",205,NA,NA
"448","TR",1982,"7/30/1982","VGN038","CISCO",205,NA,NA
"449","TR",1982,"7/29/1982","VGN038","CISCO",207,NA,NA
"450","TR",1982,"7/29/1982","VGN038","CISCO",207,NA,NA
"451","TR",1982,"7/30/1982","VGN038","CISCO",207,NA,NA
"452","TR",1982,"7/30/1982","VGN038","CISCO",207,NA,NA
"453","TR",1982,"7/30/1982","VGN038","CISCO",207,NA,NA
"454","TR",1982,"7/29/1982","VGN038","CISCO",208,NA,NA
"455","TR",1982,"7/30/1982","VGN038","CISCO",208,NA,NA
"456","TR",1982,"7/30/1982","VGN038","CISCO",209,NA,NA
"457","TR",1982,"7/29/1982","VGN038","CISCO",212,NA,NA
"458","TR",1982,"7/30/1982","VGN038","CISCO",214,NA,NA
"459","TR",1982,"7/30/1982","TRAMML","CISCO",223,NA,NA
"460","TR",1982,"7/30/1982","TRAMML","CISCO",227,NA,NA
"461","TR",1983,"7/29/1983","VGN032","CISCO",151,25,NA
"462","TR",1983,"7/28/1983","VGN032","CISCO",154,29,NA
"463","TR",1983,"7/29/1983","VGN032","CISCO",159,30,NA
"464","TR",1983,"7/28/1983","VGN032","CISCO",160,30,NA
"465","TR",1983,"7/28/1983","VGN032","CISCO",157,30.6,NA
"466","TR",1983,"7/28/1983","VGN032","CISCO",157,33.1,NA
"467","TR",1983,"7/28/1983","VGN032","CISCO",160,34.1,NA
"468","TR",1983,"7/28/1983","VGN032","CISCO",166,35.5,NA
"469","TR",1983,"7/28/1983","VGN032","CISCO",165,37.3,NA
"470","TR",1983,"7/28/1983","VGN032","CISCO",169,40.6,NA
"471","TR",1983,"7/28/1983","VGN032","CISCO",174,40.7,NA
"472","TR",1983,"7/28/1983","VGN032","CISCO",174,42.5,NA
"473","TR",1983,"7/28/1983","VGN032","CISCO",175,42.8,NA
"474","TR",1983,"7/28/1983","VGN032","CISCO",179,44.9,NA
"475","TR",1983,"7/28/1983","VGN032","CISCO",172,45,NA
"476","TR",1983,"7/28/1983","VGN032","CISCO",180,46.5,NA
"477","TR",1983,"7/28/1983","VGN025","CISCO",186,46.6,NA
"478","TR",1983,"7/28/1983","VGN032","CISCO",183,48,NA
"479","TR",1983,"7/28/1983","VGN032","CISCO",188,50.5,NA
"480","TR",1983,"7/28/1983","VGN032","CISCO",193,51,NA
"481","TR",1983,"7/28/1983","VGN032","CISCO",186,52,NA
"482","TR",1983,"7/28/1983","VGN032","CISCO",191,53,NA
"483","TR",1983,"7/28/1983","VGN032","CISCO",194,53,NA
"484","TR",1983,"7/28/1983","VGN032","CISCO",195,55.9,NA
"485","TR",1983,"7/28/1983","VGN032","CISCO",196,57,NA
"486","TR",1983,"7/28/1983","VGN032","CISCO",204,61,NA
"487","TR",1983,"7/28/1983","VGN032","CISCO",201,62,NA
"488","TR",1983,"7/28/1983","VGN038","CISCO",205,63,NA
"489","TR",1983,"7/28/1983","VGN038","CISCO",211,65,NA
"490","TR",1983,"7/28/1983","VGN038","CISCO",220,66,NA
"491","TR",1983,"7/28/1983","VGN038","CISCO",205,67,NA
"492","TR",1983,"7/28/1983","VGN038","CISCO",211,68,NA
"493","TR",1983,"7/28/1983","VGN038","CISCO",213,69,NA
"494","TR",1983,"7/28/1983","VGN032","CISCO",204,69.5,NA
"495","TR",1983,"7/28/1983","VGN038","CISCO",207,69.5,NA
"496","TR",1983,"7/28/1983","VGN038","CISCO",220,71,NA
"497","TR",1983,"7/28/1983","VGN038","CISCO",213,72.5,NA
"498","TR",1983,"7/28/1983","VGN038","CISCO",215,73,NA
"499","TR",1983,"7/29/1983","VGN038","CISCO",222,74,NA
"500","TR",1983,"7/28/1983","VGN038","CISCO",220,78.5,NA
"501","TR",1983,"7/28/1983","VGN051","CISCO",225,88,NA
"502","TR",1983,"7/29/1983","VGN051","CISCO",235,105,NA
"503","TR",1983,"7/28/1983","VGN032","CISCO",160,NA,NA
"504","TR",1983,"7/29/1983","VGN032","CISCO",163,NA,NA
"505","TR",1983,"7/29/1983","VGN032","CISCO",163,NA,NA
"506","TR",1983,"7/29/1983","VGN038","CISCO",163,NA,NA
"507","TR",1983,"7/28/1983","VGN038","CISCO",163,NA,NA
"508","TR",1983,"7/29/1983","VGN038","CISCO",164,NA,NA
"509","TR",1983,"7/29/1983","VGN038","CISCO",164,NA,NA
"510","TR",1983,"7/28/1983","VGN032","CISCO",165,NA,NA
"511","TR",1983,"7/28/1983","VGN032","CISCO",165,NA,NA
"512","TR",1983,"7/28/1983","VGN032","CISCO",165,NA,NA
"513","TR",1983,"7/29/1983","VGN032","CISCO",165,NA,NA
"514","TR",1983,"7/29/1983","VGN038","CISCO",165,NA,NA
"515","TR",1983,"7/28/1983","VGN032","CISCO",166,NA,NA
"516","TR",1983,"7/29/1983","VGN032","CISCO",166,NA,NA
"517","TR",1983,"7/29/1983","VGN032","CISCO",166,NA,NA
"518","TR",1983,"7/29/1983","VGN032","CISCO",167,NA,NA
"519","TR",1983,"7/29/1983","VGN038","CISCO",167,NA,NA
"520","TR",1983,"7/29/1983","VGN038","CISCO",168,NA,NA
"521","TR",1983,"7/28/1983","VGN038","CISCO",170,NA,NA
"522","TR",1983,"7/28/1983","VGN032","CISCO",171,NA,NA
"523","TR",1983,"7/28/1983","VGN038","CISCO",171,NA,NA
"524","TR",1983,"7/28/1983","VGN038","CISCO",171,NA,NA
"525","TR",1983,"7/29/1983","VGN038","CISCO",171,NA,NA
"526","TR",1983,"7/28/1983","VGN038","CISCO",172,NA,NA
"527","TR",1983,"7/28/1983","VGN032","CISCO",173,NA,NA
"528","TR",1983,"7/28/1983","VGN038","CISCO",173,NA,NA
"529","TR",1983,"7/28/1983","VGN038","CISCO",173,NA,NA
"530","TR",1983,"7/29/1983","VGN032","CISCO",173,NA,NA
"531","TR",1983,"7/29/1983","VGN038","CISCO",173,NA,NA
"532","TR",1983,"7/28/1983","VGN038","CISCO",174,NA,NA
"533","TR",1983,"7/29/1983","VGN038","CISCO",174,NA,NA
"534","TR",1983,"7/28/1983","VGN038","CISCO",175,NA,NA
"535","TR",1983,"7/29/1983","VGN032","CISCO",175,NA,NA
"536","TR",1983,"7/29/1983","VGN032","CISCO",175,NA,NA
"537","TR",1983,"7/29/1983","VGN038","CISCO",175,NA,NA
"538","TR",1983,"7/28/1983","VGN032","CISCO",176,NA,NA
"539","TR",1983,"7/28/1983","VGN032","CISCO",176,NA,NA
"540","TR",1983,"7/28/1983","VGN032","CISCO",176,NA,NA
"541","TR",1983,"7/28/1983","VGN032","CISCO",176,NA,NA
"542","TR",1983,"7/28/1983","VGN038","CISCO",176,NA,NA
"543","TR",1983,"7/28/1983","VGN038","CISCO",176,NA,NA
"544","TR",1983,"7/28/1983","VGN038","CISCO",176,NA,NA
"545","TR",1983,"7/29/1983","VGN032","CISCO",176,NA,NA
"546","TR",1983,"7/29/1983","VGN038","CISCO",176,NA,NA
"547","TR",1983,"7/28/1983","VGN032","CISCO",177,NA,NA
"548","TR",1983,"7/28/1983","VGN038","CISCO",177,NA,NA
"549","TR",1983,"7/29/1983","VGN038","CISCO",177,NA,NA
"550","TR",1983,"7/28/1983","VGN032","CISCO",178,NA,NA
"551","TR",1983,"7/29/1983","VGN032","CISCO",178,NA,NA
"552","TR",1983,"7/29/1983","VGN032","CISCO",178,NA,NA
"553","TR",1983,"7/29/1983","VGN038","CISCO",178,NA,NA
"554","TR",1983,"7/29/1983","VGN038","CISCO",178,NA,NA
"555","TR",1983,"7/29/1983","VGN038","CISCO",178,NA,NA
"556","TR",1983,"7/29/1983","VGN038","CISCO",178,NA,NA
"557","TR",1983,"7/28/1983","VGN038","CISCO",179,NA,NA
"558","TR",1983,"7/28/1983","VGN038","CISCO",179,NA,NA
"559","TR",1983,"7/28/1983","VGN038","CISCO",179,NA,NA
"560","TR",1983,"7/28/1983","VGN038","CISCO",179,NA,NA
"561","TR",1983,"7/28/1983","VGN038","CISCO",179,NA,NA
"562","TR",1983,"7/29/1983","VGN038","CISCO",179,NA,NA
"563","TR",1983,"7/29/1983","VGN038","CISCO",179,NA,NA
"564","TR",1983,"7/28/1983","VGN032","CISCO",179,NA,NA
"565","TR",1983,"7/29/1983","VGN032","CISCO",179,NA,NA
"566","TR",1983,"7/28/1983","VGN032","CISCO",180,NA,NA
"567","TR",1983,"7/28/1983","VGN032","CISCO",180,NA,NA
"568","TR",1983,"7/28/1983","VGN032","CISCO",180,NA,NA
"569","TR",1983,"7/28/1983","VGN032","CISCO",180,NA,NA
"570","TR",1983,"7/28/1983","VGN038","CISCO",180,NA,NA
"571","TR",1983,"7/28/1983","VGN038","CISCO",180,NA,NA
"572","TR",1983,"7/28/1983","VGN038","CISCO",180,NA,NA
"573","TR",1983,"7/28/1983","VGN038","CISCO",180,NA,NA
"574","TR",1983,"7/28/1983","VGN038","CISCO",180,NA,NA
"575","TR",1983,"7/28/1983","VGN038","CISCO",180,NA,NA
"576","TR",1983,"7/28/1983","VGN038","CISCO",180,NA,NA
"577","TR",1983,"7/28/1983","VGN038","CISCO",180,NA,NA
"578","TR",1983,"7/29/1983","VGN032","CISCO",180,NA,NA
"579","TR",1983,"7/29/1983","VGN032","CISCO",180,NA,NA
"580","TR",1983,"7/29/1983","VGN032","CISCO",180,NA,NA
"581","TR",1983,"7/29/1983","VGN032","CISCO",180,NA,NA
"582","TR",1983,"7/29/1983","VGN032","CISCO",180,NA,NA
"583","TR",1983,"7/29/1983","VGN032","CISCO",180,NA,NA
"584","TR",1983,"7/29/1983","VGN032","CISCO",180,NA,NA
"585","TR",1983,"7/29/1983","VGN038","CISCO",180,NA,NA
"586","TR",1983,"7/29/1983","VGN038","CISCO",180,NA,NA
"587","TR",1983,"7/29/1983","VGN038","CISCO",180,NA,NA
"588","TR",1983,"7/29/1983","VGN038","CISCO",180,NA,NA
"589","TR",1983,"7/29/1983","VGN038","CISCO",180,NA,NA
"590","TR",1983,"7/29/1983","VGN038","CISCO",180,NA,NA
"591","TR",1983,"7/29/1983","VGN038","CISCO",180,NA,NA
"592","TR",1983,"7/28/1983","VGN032","CISCO",181,NA,NA
"593","TR",1983,"7/28/1983","VGN032","CISCO",181,NA,NA
"594","TR",1983,"7/28/1983","VGN032","CISCO",181,NA,NA
"595","TR",1983,"7/28/1983","VGN032","CISCO",181,NA,NA
"596","TR",1983,"7/28/1983","VGN032","CISCO",181,NA,NA
"597","TR",1983,"7/28/1983","VGN032","CISCO",181,NA,NA
"598","TR",1983,"7/28/1983","VGN032","CISCO",181,NA,NA
"599","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"600","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"601","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"602","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"603","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"604","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"605","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"606","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"607","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"608","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"609","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"610","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"611","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"612","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"613","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"614","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"615","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"616","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"617","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"618","TR",1983,"7/28/1983","VGN038","CISCO",181,NA,NA
"619","TR",1983,"7/29/1983","VGN032","CISCO",181,NA,NA
"620","TR",1983,"7/29/1983","VGN032","CISCO",181,NA,NA
"621","TR",1983,"7/29/1983","VGN032","CISCO",181,NA,NA
"622","TR",1983,"7/29/1983","VGN038","CISCO",181,NA,NA
"623","TR",1983,"7/29/1983","VGN038","CISCO",181,NA,NA
"624","TR",1983,"7/29/1983","VGN038","CISCO",181,NA,NA
"625","TR",1983,"7/28/1983","VGN032","CISCO",182,NA,NA
"626","TR",1983,"7/28/1983","VGN032","CISCO",182,NA,NA
"627","TR",1983,"7/28/1983","VGN032","CISCO",182,NA,NA
"628","TR",1983,"7/28/1983","VGN038","CISCO",182,NA,NA
"629","TR",1983,"7/28/1983","VGN038","CISCO",182,NA,NA
"630","TR",1983,"7/28/1983","VGN038","CISCO",182,NA,NA
"631","TR",1983,"7/29/1983","VGN032","CISCO",182,NA,NA
"632","TR",1983,"7/29/1983","VGN032","CISCO",182,NA,NA
"633","TR",1983,"7/29/1983","VGN038","CISCO",182,NA,NA
"634","TR",1983,"7/29/1983","VGN038","CISCO",182,NA,NA
"635","TR",1983,"7/29/1983","VGN038","CISCO",182,NA,NA
"636","TR",1983,"7/29/1983","VGN038","CISCO",182,NA,NA
"637","TR",1983,"7/28/1983","VGN032","CISCO",183,NA,NA
"638","TR",1983,"7/28/1983","VGN032","CISCO",183,NA,NA
"639","TR",1983,"7/28/1983","VGN032","CISCO",183,NA,NA
"640","TR",1983,"7/28/1983","VGN032","CISCO",183,NA,NA
"641","TR",1983,"7/28/1983","VGN038","CISCO",183,NA,NA
"642","TR",1983,"7/28/1983","VGN038","CISCO",183,NA,NA
"643","TR",1983,"7/28/1983","VGN038","CISCO",183,NA,NA
"644","TR",1983,"7/28/1983","VGN038","CISCO",183,NA,NA
"645","TR",1983,"7/28/1983","VGN038","CISCO",183,NA,NA
"646","TR",1983,"7/28/1983","VGN038","CISCO",183,NA,NA
"647","TR",1983,"7/28/1983","VGN038","CISCO",183,NA,NA
"648","TR",1983,"7/28/1983","VGN038","CISCO",183,NA,NA
"649","TR",1983,"7/28/1983","VGN038","CISCO",183,NA,NA
"650","TR",1983,"7/29/1983","VGN032","CISCO",183,NA,NA
"651","TR",1983,"7/29/1983","VGN032","CISCO",183,NA,NA
"652","TR",1983,"7/29/1983","VGN032","CISCO",183,NA,NA
"653","TR",1983,"7/29/1983","VGN038","CISCO",183,NA,NA
"654","TR",1983,"7/29/1983","VGN038","CISCO",183,NA,NA
"655","TR",1983,"7/29/1983","VGN038","CISCO",183,NA,NA
"656","TR",1983,"7/29/1983","VGN038","CISCO",183,NA,NA
"657","TR",1983,"7/29/1983","VGN038","CISCO",183,NA,NA
"658","TR",1983,"7/29/1983","VGN038","CISCO",183,NA,NA
"659","TR",1983,"7/29/1983","VGN038","CISCO",183,NA,NA
"660","TR",1983,"7/29/1983","VGN038","CISCO",183,NA,NA
"661","TR",1983,"7/29/1983","VGN038","CISCO",183,NA,NA
"662","TR",1983,"7/29/1983","VGN032","CISCO",183,NA,NA
"663","TR",1983,"7/28/1983","VGN032","CISCO",184,NA,NA
"664","TR",1983,"7/28/1983","VGN032","CISCO",184,NA,NA
"665","TR",1983,"7/28/1983","VGN032","CISCO",184,NA,NA
"666","TR",1983,"7/28/1983","VGN032","CISCO",184,NA,NA
"667","TR",1983,"7/28/1983","VGN038","CISCO",184,NA,NA
"668","TR",1983,"7/28/1983","VGN038","CISCO",184,NA,NA
"669","TR",1983,"7/28/1983","VGN038","CISCO",184,NA,NA
"670","TR",1983,"7/28/1983","VGN038","CISCO",184,NA,NA
"671","TR",1983,"7/28/1983","VGN038","CISCO",184,NA,NA
"672","TR",1983,"7/29/1983","VGN032","CISCO",184,NA,NA
"673","TR",1983,"7/29/1983","VGN032","CISCO",184,NA,NA
"674","TR",1983,"7/29/1983","VGN032","CISCO",184,NA,NA
"675","TR",1983,"7/29/1983","VGN032","CISCO",184,NA,NA
"676","TR",1983,"7/29/1983","VGN032","CISCO",184,NA,NA
"677","TR",1983,"7/29/1983","VGN032","CISCO",184,NA,NA
"678","TR",1983,"7/29/1983","VGN038","CISCO",184,NA,NA
"679","TR",1983,"7/29/1983","VGN038","CISCO",184,NA,NA
"680","TR",1983,"7/29/1983","VGN038","CISCO",184,NA,NA
"681","TR",1983,"7/29/1983","VGN038","CISCO",184,NA,NA
"682","TR",1983,"7/29/1983","VGN038","CISCO",184,NA,NA
"683","TR",1983,"7/29/1983","VGN038","CISCO",184,NA,NA
"684","TR",1983,"7/29/1983","VGN038","CISCO",184,NA,NA
"685","TR",1983,"7/29/1983","VGN038","CISCO",184,NA,NA
"686","TR",1983,"7/29/1983","VGN038","CISCO",184,NA,NA
"687","TR",1983,"7/29/1983","VGN032","CISCO",184,NA,NA
"688","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"689","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"690","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"691","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"692","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"693","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"694","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"695","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"696","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"697","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"698","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"699","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"700","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"701","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"702","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"703","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"704","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"705","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"706","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"707","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"708","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"709","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"710","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"711","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"712","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"713","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"714","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"715","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"716","TR",1983,"7/29/1983","VGN032","CISCO",185,NA,NA
"717","TR",1983,"7/29/1983","VGN032","CISCO",185,NA,NA
"718","TR",1983,"7/29/1983","VGN032","CISCO",185,NA,NA
"719","TR",1983,"7/29/1983","VGN032","CISCO",185,NA,NA
"720","TR",1983,"7/29/1983","VGN032","CISCO",185,NA,NA
"721","TR",1983,"7/29/1983","VGN032","CISCO",185,NA,NA
"722","TR",1983,"7/29/1983","VGN032","CISCO",185,NA,NA
"723","TR",1983,"7/29/1983","VGN032","CISCO",185,NA,NA
"724","TR",1983,"7/29/1983","VGN038","CISCO",185,NA,NA
"725","TR",1983,"7/29/1983","VGN038","CISCO",185,NA,NA
"726","TR",1983,"7/29/1983","VGN038","CISCO",185,NA,NA
"727","TR",1983,"7/29/1983","VGN038","CISCO",185,NA,NA
"728","TR",1983,"7/29/1983","VGN038","CISCO",185,NA,NA
"729","TR",1983,"7/29/1983","VGN038","CISCO",185,NA,NA
"730","TR",1983,"7/29/1983","VGN038","CISCO",185,NA,NA
"731","TR",1983,"7/29/1983","VGN038","CISCO",185,NA,NA
"732","TR",1983,"7/29/1983","VGN038","CISCO",185,NA,NA
"733","TR",1983,"7/29/1983","VGN038","CISCO",185,NA,NA
"734","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"735","TR",1983,"7/28/1983","VGN032","CISCO",185,NA,NA
"736","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"737","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"738","TR",1983,"7/28/1983","VGN038","CISCO",185,NA,NA
"739","TR",1983,"7/28/1983","VGN032","CISCO",186,NA,NA
"740","TR",1983,"7/28/1983","VGN032","CISCO",186,NA,NA
"741","TR",1983,"7/28/1983","VGN032","CISCO",186,NA,NA
"742","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"743","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"744","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"745","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"746","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"747","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"748","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"749","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"750","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"751","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"752","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"753","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"754","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"755","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"756","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"757","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"758","TR",1983,"7/29/1983","VGN032","CISCO",186,NA,NA
"759","TR",1983,"7/29/1983","VGN032","CISCO",186,NA,NA
"760","TR",1983,"7/29/1983","VGN032","CISCO",186,NA,NA
"761","TR",1983,"7/29/1983","VGN038","CISCO",186,NA,NA
"762","TR",1983,"7/29/1983","VGN038","CISCO",186,NA,NA
"763","TR",1983,"7/29/1983","VGN038","CISCO",186,NA,NA
"764","TR",1983,"7/29/1983","VGN038","CISCO",186,NA,NA
"765","TR",1983,"7/29/1983","VGN038","CISCO",186,NA,NA
"766","TR",1983,"7/29/1983","VGN038","CISCO",186,NA,NA
"767","TR",1983,"7/29/1983","VGN038","CISCO",186,NA,NA
"768","TR",1983,"7/29/1983","VGN038","CISCO",186,NA,NA
"769","TR",1983,"7/29/1983","VGN038","CISCO",186,NA,NA
"770","TR",1983,"7/29/1983","VGN038","CISCO",186,NA,NA
"771","TR",1983,"7/28/1983","VGN038","CISCO",186,NA,NA
"772","TR",1983,"7/28/1983","VGN032","CISCO",187,NA,NA
"773","TR",1983,"7/28/1983","VGN038","CISCO",187,NA,NA
"774","TR",1983,"7/28/1983","VGN038","CISCO",187,NA,NA
"775","TR",1983,"7/28/1983","VGN038","CISCO",187,NA,NA
"776","TR",1983,"7/28/1983","VGN038","CISCO",187,NA,NA
"777","TR",1983,"7/28/1983","VGN038","CISCO",187,NA,NA
"778","TR",1983,"7/29/1983","VGN032","CISCO",187,NA,NA
"779","TR",1983,"7/29/1983","VGN032","CISCO",187,NA,NA
"780","TR",1983,"7/29/1983","VGN032","CISCO",187,NA,NA
"781","TR",1983,"7/29/1983","VGN032","CISCO",187,NA,NA
"782","TR",1983,"7/29/1983","VGN038","CISCO",187,NA,NA
"783","TR",1983,"7/29/1983","VGN038","CISCO",187,NA,NA
"784","TR",1983,"7/29/1983","VGN038","CISCO",187,NA,NA
"785","TR",1983,"7/29/1983","VGN038","CISCO",187,NA,NA
"786","TR",1983,"7/29/1983","VGN038","CISCO",187,NA,NA
"787","TR",1983,"7/29/1983","VGN038","CISCO",187,NA,NA
"788","TR",1983,"7/29/1983","VGN038","CISCO",187,NA,NA
"789","TR",1983,"7/28/1983","VGN032","CISCO",188,NA,NA
"790","TR",1983,"7/28/1983","VGN032","CISCO",188,NA,NA
"791","TR",1983,"7/28/1983","VGN038","CISCO",188,NA,NA
"792","TR",1983,"7/28/1983","VGN038","CISCO",188,NA,NA
"793","TR",1983,"7/28/1983","VGN038","CISCO",188,NA,NA
"794","TR",1983,"7/28/1983","VGN038","CISCO",188,NA,NA
"795","TR",1983,"7/28/1983","VGN038","CISCO",188,NA,NA
"796","TR",1983,"7/28/1983","VGN038","CISCO",188,NA,NA
"797","TR",1983,"7/28/1983","VGN038","CISCO",188,NA,NA
